CustomerID,FirstName,LastName,Email,Age,Gender,Country,City,Segment,RegistrationDate,TenureDays,IsActive,TotalOrders,TotalRevenue,TotalNetRevenue,AvgOrderValue,MaxOrderValue,TotalQuantity,UniqueCategories,FirstPurchaseDate,LastPurchaseDate,DaysSinceLastPurchase,OrderFrequencyPerMonth,CLV,TotalTransactions,TotalTransactionAmount,AvgTransactionAmount,RevenueTier,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,IsChurned,ChurnProbability,ChurnPrediction,ChurnRiskBand,ETLTimestamp,RevenuePerDay,IsHighValue,IsNewCustomer,ExportDate
CUST00132,Aiden,Jackson,aiden.jackson131@example.com,24,Prefer not to say,Belgium,City_30,Individual,2024-09-01 16:53:02,120,False,3.0,8151.91,8126.18,2717.3,4032.36,53.0,2.0,2022-09-09 14:31:52,2023-08-25 10:45:56,493.0,0.11,10588.78,10.0,9784.32,978.43,High,1,2,2,5,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,67.93,0,0,2026-05-07
CUST00133,Lucas,Perez,lucas.perez132@example.com,26,Prefer not to say,Sweden,City_7,Enterprise,2022-09-06 12:33:40,846,True,3.0,4550.28,4515.61,1516.76,2943.53,44.0,3.0,2022-09-10 23:23:05,2024-01-10 12:05:02,355.0,0.11,5924.56,8.0,8759.9,1094.99,High,1,2,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,5.38,0,0,2026-05-07
CUST00134,Benjamin,Davis,benjamin.davis133@example.com,25,Female,Sweden,City_9,Enterprise,2024-11-23 02:10:42,37,True,5.0,20067.68,20008.74,4013.54,6596.96,109.0,4.0,2024-03-06 23:16:13,2024-10-30 21:41:12,60.0,0.51,73738.62,12.0,10066.43,838.87,VIP,4,4,5,13,Champion,0,0.08,0,Low,2026-05-07 22:22:23.740018,542.37,1,0,2026-05-07
CUST00135,Benjamin,Robinson,benjamin.robinson134@example.com,29,Female,France,City_8,Individual,2023-10-18 19:15:51,439,True,2.0,7808.57,7780.18,3904.28,5897.3,44.0,2.0,2022-05-13 03:58:28,2024-04-21 08:32:00,253.0,0.06,8888.13,4.0,6068.93,1517.23,High,2,1,2,5,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,17.79,0,0,2026-05-07
CUST00136,Joseph,Jones,joseph.jones135@example.com,51,Prefer not to say,Germany,City_1,SMB,2024-07-15 11:44:25,168,True,3.0,3266.92,3231.53,1088.97,1523.23,43.0,3.0,2022-10-04 09:41:31,2024-03-14 02:08:19,291.0,0.11,4373.2,14.0,16338.44,1167.03,High,1,2,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,19.45,0,0,2026-05-07
CUST00137,Harper,Martinez,harper.martinez136@example.com,50,Non-binary,United States,City_4,SMB,2022-04-09 16:29:04,996,True,6.0,27508.4,27455.82,4584.73,10036.44,81.0,3.0,2024-01-08 22:09:46,2024-12-14 02:17:11,16.0,0.51,84611.51,20.0,19616.59,980.83,VIP,5,5,5,15,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,27.62,1,0,2026-05-07
CUST00138,Joseph,Anderson,joseph.anderson137@example.com,65,Female,United Kingdom,City_50,Enterprise,2023-08-21 17:09:54,497,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9999.0,0.0,0.0,2.0,2487.69,1243.84,No Revenue,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.0,0,0,2026-05-07
CUST00139,Sarah,Sanchez,sarah.sanchez138@example.com,72,Non-binary,Spain,City_15,SMB,2023-08-16 19:47:53,502,True,1.0,334.88,334.55,334.88,334.88,1.0,1.0,2024-04-13 17:26:19,2024-04-13 17:26:19,261.0,0.12,1404.96,8.0,6302.71,787.84,Low,2,1,1,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.67,0,0,2026-05-07
CUST00140,Mia,White,mia.white139@example.com,40,Female,Italy,City_9,Startup,2024-07-14 16:19:50,169,True,5.0,22800.69,22734.72,4560.14,7682.61,90.0,4.0,2024-01-27 02:59:59,2024-09-29 00:52:40,92.0,0.45,73866.14,15.0,15835.0,1055.67,VIP,3,4,5,12,Loyal,1,0.75,1,High,2026-05-07 22:22:23.740018,134.92,1,0,2026-05-07
CUST00141,Harper,Garcia,harper.garcia140@example.com,41,Male,United Kingdom,City_13,Startup,2023-12-29 02:09:52,367,True,2.0,4435.77,4413.73,2217.88,3741.72,37.0,2.0,2024-02-14 10:50:53,2024-02-24 20:25:20,309.0,0.19,15178.65,9.0,7771.27,863.47,High,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,12.09,0,0,2026-05-07
CUST00142,Mary,Sanchez,mary.sanchez141@example.com,54,Male,Italy,City_26,Startup,2024-04-01 22:48:45,272,False,4.0,15855.51,15796.34,3963.88,8472.09,83.0,3.0,2024-01-22 03:36:14,2024-11-11 07:23:23,49.0,0.36,50617.44,16.0,14455.32,903.46,VIP,4,3,4,11,Loyal,0,0.04,0,Low,2026-05-07 22:22:23.740018,58.29,0,0,2026-05-07
CUST00143,Aiden,Smith,aiden.smith142@example.com,52,Prefer not to say,Spain,City_24,Individual,2023-01-26 13:23:51,704,True,4.0,21712.07,21658.99,5428.02,10072.06,74.0,3.0,2024-02-27 05:37:34,2024-08-28 16:38:17,124.0,0.4,77442.07,7.0,3544.83,506.4,VIP,3,3,5,11,Loyal,1,0.96,1,High,2026-05-07 22:22:23.740018,30.84,1,0,2026-05-07
CUST00144,Olivia,Taylor,olivia.taylor143@example.com,61,Male,Australia,City_44,Individual,2024-05-09 09:45:22,235,True,1.0,1041.49,1041.47,1041.49,1041.49,4.0,1.0,2024-04-16 21:12:33,2024-04-16 21:12:33,257.0,0.12,4437.48,6.0,6582.22,1097.04,Medium,2,1,1,4,Lost,1,0.99,1,High,2026-05-07 22:22:23.740018,4.43,0,0,2026-05-07
CUST00145,Sophia,Davis,sophia.davis144@example.com,57,Female,Italy,City_41,Startup,2022-01-18 20:02:36,1076,True,3.0,4270.46,4229.17,1423.49,3726.91,32.0,2.0,2024-04-14 13:04:49,2024-12-02 04:43:08,28.0,0.35,17985.21,9.0,10915.69,1212.85,High,5,2,1,8,New Customer,0,0.02,0,Low,2026-05-07 22:22:23.740018,3.97,0,0,2026-05-07
CUST00146,David,Robinson,david.robinson145@example.com,39,Female,France,City_42,Individual,2024-11-22 18:48:13,38,False,7.0,16010.58,15945.35,2287.23,4794.88,100.0,6.0,2024-03-18 22:37:22,2024-09-08 20:03:27,112.0,0.74,61299.25,15.0,15036.99,1002.47,VIP,3,5,4,12,Loyal,1,0.93,1,High,2026-05-07 22:22:23.740018,421.33,0,0,2026-05-07
CUST00147,Amelia,White,amelia.white146@example.com,44,Male,Sweden,City_6,Startup,2022-06-27 22:47:54,916,True,4.0,12857.57,12825.98,3214.39,7383.77,48.0,4.0,2024-03-11 18:58:38,2024-09-07 21:33:14,113.0,0.41,47887.89,15.0,15205.99,1013.73,VIP,3,3,3,9,Potential Loyal,1,0.98,1,High,2026-05-07 22:22:23.740018,14.04,0,0,2026-05-07
CUST00148,William,Taylor,william.taylor147@example.com,52,Male,United States,City_38,SMB,2024-11-25 00:00:16,35,True,5.0,15625.86,15561.0,3125.17,10487.49,73.0,2.0,2022-07-15 00:48:42,2024-02-07 15:55:27,327.0,0.17,19032.61,16.0,16499.03,1031.19,VIP,1,4,4,9,At Risk,1,0.98,1,High,2026-05-07 22:22:23.740018,446.45,0,0,2026-05-07
CUST00149,Benjamin,Harris,benjamin.harris148@example.com,18,Male,Sweden,City_38,Individual,2024-04-14 03:42:17,260,False,5.0,16805.4,16745.69,3361.08,9759.15,80.0,5.0,2024-02-12 20:35:44,2024-11-28 04:35:09,32.0,0.47,57326.83,18.0,15689.55,871.64,VIP,5,4,4,13,Champion,0,0.02,0,Low,2026-05-07 22:22:23.740018,64.64,0,0,2026-05-07
CUST00150,Mary,White,mary.white149@example.com,52,Prefer not to say,Australia,City_17,Startup,2023-02-19 11:57:50,680,False,4.0,12297.01,12232.82,3074.25,5056.98,83.0,4.0,2024-03-14 10:10:23,2024-10-02 00:33:39,89.0,0.42,46272.25,12.0,11501.29,958.44,VIP,3,3,3,9,Potential Loyal,0,0.05,0,Low,2026-05-07 22:22:23.740018,18.08,0,0,2026-05-07
CUST00151,Sophia,Miller,sophia.miller150@example.com,54,Male,Australia,City_5,Individual,2024-09-22 16:47:16,99,False,3.0,11396.77,11358.89,3798.92,5312.96,57.0,2.0,2022-03-26 17:38:49,2024-04-23 02:35:34,251.0,0.09,12355.9,6.0,3972.91,662.15,VIP,2,2,3,7,Need Attention,1,0.98,1,High,2026-05-07 22:22:23.740018,115.12,0,0,2026-05-07
CUST00152,Mary,Anderson,mary.anderson151@example.com,64,Female,Germany,City_2,Enterprise,2023-06-13 10:39:39,566,True,4.0,13181.6,13146.49,3295.4,4036.6,40.0,4.0,2024-04-02 20:13:22,2024-11-14 05:32:04,46.0,0.45,53261.45,7.0,8754.81,1250.69,VIP,4,3,3,10,Potential Loyal,0,0.0,0,Low,2026-05-07 22:22:23.740018,23.29,0,0,2026-05-07
CUST00153,Jennifer,Walker,jennifer.walker152@example.com,31,Male,United States,City_5,Enterprise,2022-06-23 06:57:59,921,True,1.0,4519.87,4518.91,4519.87,4519.87,21.0,1.0,2024-07-09 15:00:28,2024-07-09 15:00:28,174.0,0.17,28444.01,2.0,3018.12,1509.06,High,2,1,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,4.91,0,0,2026-05-07
CUST00154,Mia,Johnson,mia.johnson153@example.com,20,Prefer not to say,Germany,City_13,Startup,2023-04-01 22:28:40,638,True,8.0,23788.25,23654.71,2973.53,8888.21,124.0,5.0,2024-01-15 12:19:42,2024-09-27 06:05:34,94.0,0.7,74423.24,19.0,17108.93,900.47,VIP,3,5,5,13,Loyal,1,0.83,1,High,2026-05-07 22:22:23.740018,37.29,1,0,2026-05-07
CUST00155,William,Lee,william.lee154@example.com,18,Prefer not to say,Italy,City_42,Startup,2023-11-07 09:13:24,419,True,4.0,8752.09,8704.01,2188.02,5123.67,34.0,3.0,2024-03-08 23:14:13,2024-10-25 22:19:15,65.0,0.41,32376.82,6.0,6802.12,1133.69,High,4,3,2,9,Need Attention,0,0.03,0,Low,2026-05-07 22:22:23.740018,20.89,0,0,2026-05-07
CUST00156,Amelia,Anderson,amelia.anderson155@example.com,22,Female,Australia,City_29,Startup,2022-09-03 16:32:54,849,True,5.0,10492.95,10437.92,2098.59,6072.37,57.0,3.0,2024-01-12 04:03:29,2024-06-21 01:06:03,192.0,0.43,32548.95,17.0,19034.73,1119.69,VIP,2,4,3,9,At Risk,1,0.95,1,High,2026-05-07 22:22:23.740018,12.36,0,0,2026-05-07
CUST00157,Elizabeth,Jones,elizabeth.jones156@example.com,43,Female,Netherlands,City_9,Enterprise,2023-12-06 20:02:45,389,True,4.0,19434.21,19377.57,4858.55,8004.76,75.0,2.0,2024-02-14 10:56:59,2024-06-23 18:52:40,190.0,0.38,66501.44,7.0,6157.02,879.57,VIP,2,3,5,10,At Risk,1,0.95,1,High,2026-05-07 22:22:23.740018,49.96,1,0,2026-05-07
CUST00158,Patricia,Robinson,patricia.robinson157@example.com,72,Male,Australia,City_6,Individual,2022-01-06 00:59:38,1089,False,4.0,14796.5,14746.88,3699.12,5966.01,53.0,3.0,2024-01-10 15:06:42,2024-06-06 14:16:17,207.0,0.34,45639.91,14.0,11568.58,826.33,VIP,2,3,4,9,At Risk,1,0.97,1,High,2026-05-07 22:22:23.740018,13.59,0,0,2026-05-07
CUST00159,Thomas,Martin,thomas.martin158@example.com,31,Female,United Kingdom,City_22,Enterprise,2023-02-14 03:51:19,685,True,2.0,4524.82,4503.75,2262.41,4058.83,30.0,1.0,2024-06-29 06:16:55,2024-10-10 13:36:02,81.0,0.33,26927.6,9.0,7122.81,791.42,High,3,1,1,5,Promising,0,0.08,0,Low,2026-05-07 22:22:23.740018,6.61,0,0,2026-05-07
CUST00160,Aiden,Clark,aiden.clark159@example.com,56,Non-binary,Sweden,City_8,Startup,2024-02-17 15:12:10,317,True,5.0,19374.33,19311.48,3874.87,5545.69,93.0,3.0,2024-01-09 17:31:52,2024-09-25 09:03:33,96.0,0.43,59592.39,22.0,24946.02,1133.91,VIP,3,4,5,12,Loyal,1,0.94,1,High,2026-05-07 22:22:23.740018,61.12,1,0,2026-05-07
CUST00161,Liam,Davis,liam.davis160@example.com,44,Female,Australia,City_3,Startup,2022-10-05 12:37:29,817,True,5.0,14704.48,14685.86,2940.9,5419.82,99.0,2.0,2022-11-07 19:24:38,2023-12-08 19:33:37,388.0,0.19,20537.51,4.0,4317.97,1079.49,VIP,1,4,4,9,At Risk,1,1.0,1,High,2026-05-07 22:22:23.740018,18.0,0,0,2026-05-07
CUST00162,Susan,Rodriguez,susan.rodriguez161@example.com,26,Non-binary,Spain,City_30,Startup,2024-02-28 15:44:40,306,True,5.0,13854.03,13770.27,2770.81,6443.06,90.0,3.0,2023-04-13 16:47:21,2024-05-09 10:52:01,235.0,0.24,24194.84,17.0,15815.6,930.33,VIP,2,4,4,10,At Risk,1,0.97,1,High,2026-05-07 22:22:23.740018,45.27,0,0,2026-05-07
CUST00163,Amelia,Williams,amelia.williams162@example.com,32,Non-binary,Belgium,City_4,Startup,2022-06-15 07:16:58,929,True,3.0,12798.3,12753.95,4266.1,10669.07,41.0,3.0,2024-01-27 08:04:21,2024-11-22 00:55:00,38.0,0.27,41461.95,16.0,13274.71,829.67,VIP,4,2,3,9,New Customer,0,0.07,0,Low,2026-05-07 22:22:23.740018,13.78,0,0,2026-05-07
CUST00164,Liam,Williams,liam.williams163@example.com,32,Female,Germany,City_11,Startup,2024-08-29 08:52:51,123,True,3.0,5266.58,5254.48,1755.53,2239.75,59.0,2.0,2024-06-24 08:11:27,2024-10-27 02:53:52,64.0,0.48,30512.73,8.0,7796.01,974.5,High,4,2,2,8,New Customer,0,0.01,0,Low,2026-05-07 22:22:23.740018,42.82,0,0,2026-05-07
CUST00165,Olivia,Martin,olivia.martin164@example.com,43,Non-binary,Spain,City_37,Startup,2023-04-09 14:49:41,631,True,5.0,15541.42,15479.26,3108.28,7760.52,75.0,3.0,2024-01-24 20:30:46,2024-10-07 00:14:25,84.0,0.45,50052.51,10.0,10028.57,1002.86,VIP,3,4,4,11,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,24.63,0,0,2026-05-07
CUST00166,Aiden,Young,aiden.young165@example.com,59,Female,Italy,City_28,SMB,2024-09-19 13:45:49,102,True,6.0,10516.41,10444.7,1752.74,4077.66,62.0,5.0,2024-06-24 02:33:38,2024-12-04 19:45:33,26.0,0.97,60928.41,16.0,17892.27,1118.27,VIP,5,5,3,13,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,103.1,0,0,2026-05-07
CUST00167,Sarah,Davis,sarah.davis166@example.com,30,Female,United Kingdom,City_47,SMB,2024-02-28 15:02:38,306,True,8.0,11036.12,10959.28,1379.52,3595.21,82.0,5.0,2024-02-16 21:57:37,2024-10-11 02:29:44,80.0,0.77,38121.61,23.0,22351.77,971.82,VIP,3,5,3,11,Potential Loyal,0,0.01,0,Low,2026-05-07 22:22:23.740018,36.07,0,0,2026-05-07
CUST00168,Lucas,Miller,lucas.miller167@example.com,68,Prefer not to say,Sweden,City_26,SMB,2024-08-04 00:03:18,148,True,1.0,1098.96,1088.01,1098.96,1098.96,10.0,1.0,2024-07-10 23:09:52,2024-07-10 23:09:52,172.0,0.18,6996.29,6.0,4089.77,681.63,Medium,2,1,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,7.43,0,0,2026-05-07
CUST00169,Thomas,Thomas,thomas.thomas168@example.com,49,Non-binary,Italy,City_32,Enterprise,2022-11-05 23:56:36,785,False,3.0,11333.53,11288.05,3777.84,9013.43,37.0,2.0,2024-06-23 10:33:36,2024-11-19 05:55:00,41.0,0.48,65316.92,6.0,7688.22,1281.37,VIP,4,2,3,9,New Customer,0,0.01,0,Low,2026-05-07 22:22:23.740018,14.44,0,0,2026-05-07
CUST00170,Jennifer,Rodriguez,jennifer.rodriguez169@example.com,56,Non-binary,Netherlands,City_2,Individual,2022-08-26 10:15:39,857,True,4.0,16369.71,16311.09,4092.43,8671.51,73.0,3.0,2024-02-01 03:44:00,2024-12-23 10:36:25,7.0,0.37,53828.33,15.0,14130.39,942.03,VIP,5,3,4,12,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,19.1,0,0,2026-05-07
CUST00171,Ethan,Harris,ethan.harris170@example.com,66,Male,Germany,City_25,Startup,2023-08-04 20:31:07,513,True,2.0,10574.16,10562.07,5287.08,8529.25,34.0,2.0,2024-05-12 13:43:14,2024-05-15 18:58:28,229.0,0.26,49908.21,5.0,2696.07,539.21,VIP,2,1,3,6,Need Attention,1,0.98,1,High,2026-05-07 22:22:23.740018,20.61,0,0,2026-05-07
CUST00172,Mary,Robinson,mary.robinson171@example.com,46,Female,Sweden,City_44,SMB,2022-09-08 22:59:04,843,False,4.0,5954.6,5911.0,1488.65,2436.71,66.0,3.0,2024-01-26 16:14:37,2024-10-12 17:47:15,79.0,0.36,19233.88,12.0,14161.76,1180.15,High,3,3,2,8,Need Attention,0,0.06,0,Low,2026-05-07 22:22:23.740018,7.06,0,0,2026-05-07
CUST00173,Benjamin,White,benjamin.white172@example.com,49,Prefer not to say,Germany,City_28,Enterprise,2024-04-17 21:30:27,256,True,4.0,18154.23,18109.04,4538.56,11745.93,57.0,3.0,2024-02-02 01:22:34,2024-11-11 03:55:27,49.0,0.37,59876.15,4.0,4715.05,1178.76,VIP,4,3,4,11,Loyal,0,0.03,0,Low,2026-05-07 22:22:23.740018,70.91,1,0,2026-05-07
CUST00174,Patricia,Clark,patricia.clark173@example.com,21,Prefer not to say,Spain,Unknown,Individual,2024-04-03 21:01:04,270,False,2.0,10781.34,10739.26,5390.67,9541.8,52.0,1.0,2022-04-04 06:54:48,2022-06-24 11:25:47,920.0,0.06,11793.77,6.0,5694.5,949.08,VIP,1,1,3,5,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,39.93,0,0,2026-05-07
CUST00175,Noah,Martinez,noah.martinez174@example.com,47,Male,Spain,Unknown,Startup,2022-01-01 21:19:18,1093,True,1.0,1117.47,1103.33,1117.47,1117.47,4.0,1.0,2023-09-03 06:22:57,2023-09-03 06:22:57,484.0,0.06,2528.16,13.0,12337.35,949.03,Medium,1,1,1,3,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,1.02,0,0,2026-05-07
CUST00176,Joseph,Clark,joseph.clark175@example.com,54,Non-binary,United States,City_14,Startup,2024-07-19 10:16:21,164,False,4.0,6020.05,5969.52,1505.01,3841.54,50.0,3.0,2022-12-08 12:44:05,2024-04-25 21:26:00,248.0,0.16,8754.26,14.0,17261.63,1232.97,High,2,3,2,7,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,36.71,0,0,2026-05-07
CUST00177,Robert,Miller,robert.miller176@example.com,40,Prefer not to say,Netherlands,City_12,Individual,2023-05-19 13:24:49,591,True,1.0,1814.78,1799.57,1814.78,1814.78,8.0,1.0,2024-06-24 16:46:22,2024-06-24 16:46:22,189.0,0.16,10514.2,6.0,6988.99,1164.83,Medium,2,1,1,4,Lost,1,0.99,1,High,2026-05-07 22:22:23.740018,3.07,0,0,2026-05-07
CUST00178,John,Young,john.young177@example.com,56,Non-binary,United States,City_18,Individual,2024-01-30 00:32:28,335,False,3.0,14147.64,14099.98,4715.88,6395.99,45.0,2.0,2024-06-01 21:42:27,2024-06-23 02:41:43,190.0,0.43,73420.22,5.0,5497.3,1099.46,VIP,2,2,4,8,Need Attention,1,0.93,1,High,2026-05-07 22:22:23.740018,42.23,0,0,2026-05-07
CUST00179,Mary,Clark,mary.clark178@example.com,62,Prefer not to say,Belgium,City_18,Individual,2022-01-31 06:08:44,1064,True,4.0,11425.28,11398.3,2856.32,4108.82,70.0,4.0,2024-01-15 06:15:54,2024-06-11 15:22:02,202.0,0.35,35744.8,6.0,5299.82,883.3,VIP,2,3,3,8,At Risk,1,0.97,1,High,2026-05-07 22:22:23.740018,10.74,0,0,2026-05-07
CUST00180,Jessica,Moore,jessica.moore179@example.com,32,Prefer not to say,France,City_29,Enterprise,2022-06-23 18:43:51,921,False,4.0,11332.84,11254.25,2833.21,6861.9,50.0,3.0,2024-01-12 08:42:53,2024-07-04 21:21:38,178.0,0.34,35154.28,12.0,11840.7,986.72,VIP,2,3,3,8,At Risk,1,0.95,1,High,2026-05-07 22:22:23.740018,12.3,0,0,2026-05-07
CUST00181,Richard,Williams,richard.williams180@example.com,60,Female,United States,City_10,SMB,2023-07-18 20:54:13,530,True,2.0,9700.49,9684.53,4850.24,5507.58,45.0,2.0,2022-08-12 06:10:38,2023-10-16 19:11:26,441.0,0.07,12195.22,5.0,7260.93,1452.19,High,1,1,3,5,Need Attention,1,1.0,1,High,2026-05-07 22:22:23.740018,18.3,0,0,2026-05-07
CUST00182,Mary,White,mary.white181@example.com,46,Non-binary,France,City_3,Startup,2023-04-23 16:57:27,617,True,3.0,8115.36,8077.24,2705.12,4245.75,54.0,3.0,2022-03-12 16:48:20,2023-08-13 17:04:30,505.0,0.09,8678.05,8.0,8616.31,1077.04,High,1,2,2,5,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,13.15,0,0,2026-05-07
CUST00183,Barbara,Wilson,barbara.wilson182@example.com,53,Prefer not to say,Spain,City_40,SMB,2023-01-07 23:25:45,722,False,1.0,122.9,115.43,122.9,122.9,5.0,1.0,2022-09-11 16:35:43,2022-09-11 16:35:43,841.0,0.04,160.02,12.0,12178.66,1014.89,Low,1,1,1,3,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,0.17,0,0,2026-05-07
CUST00184,Jessica,Lewis,jessica.lewis183@example.com,30,Female,Spain,City_40,Individual,2022-03-31 23:36:24,1004,True,2.0,14554.34,14536.04,7277.17,12409.11,40.0,2.0,2024-09-15 11:05:55,2024-12-08 02:38:24,22.0,0.57,150349.08,9.0,8909.16,989.91,VIP,5,1,4,10,New Customer,0,0.0,0,Low,2026-05-07 22:22:23.740018,14.5,0,0,2026-05-07
CUST00185,William,Lewis,william.lewis184@example.com,49,Prefer not to say,United Kingdom,City_40,Startup,2023-01-10 04:20:37,720,True,6.0,20540.21,20439.69,3423.37,7002.18,94.0,3.0,2024-05-19 22:18:02,2024-11-22 05:01:10,38.0,0.82,100408.62,8.0,7813.38,976.67,VIP,4,5,5,14,Champion,0,0.0,0,Low,2026-05-07 22:22:23.740018,28.53,1,0,2026-05-07
CUST00186,Ethan,Thomas,ethan.thomas185@example.com,24,Female,United States,City_16,Startup,2024-05-31 08:35:59,213,True,6.0,18254.2,18188.25,3042.37,6234.14,84.0,5.0,2024-02-07 05:13:55,2024-12-16 18:02:03,14.0,0.56,61126.45,14.0,18780.28,1341.45,VIP,5,5,5,15,Champion,0,0.02,0,Low,2026-05-07 22:22:23.740018,85.7,1,0,2026-05-07
CUST00187,Linda,White,linda.white186@example.com,68,Female,Netherlands,City_42,SMB,2022-05-03 08:16:32,972,True,1.0,85.22,61.18,85.22,85.22,1.0,1.0,2024-05-09 22:46:05,2024-05-09 22:46:05,234.0,0.13,398.79,5.0,7554.33,1510.87,Low,2,1,1,4,Lost,1,0.99,1,High,2026-05-07 22:22:23.740018,0.09,0,0,2026-05-07
CUST00188,Susan,Miller,susan.miller187@example.com,39,Non-binary,Australia,City_19,SMB,2022-05-14 01:23:31,961,True,5.0,17671.99,17603.66,3534.4,10628.34,74.0,4.0,2024-01-13 23:53:14,2024-09-28 03:04:13,93.0,0.43,55130.57,12.0,10945.3,912.11,VIP,3,4,4,11,Loyal,1,0.8,1,High,2026-05-07 22:22:23.740018,18.39,1,0,2026-05-07
CUST00189,Amelia,White,amelia.white188@example.com,45,Female,Italy,City_32,Startup,2024-01-25 23:02:15,339,True,3.0,14625.69,14615.91,4875.23,9975.21,47.0,2.0,2024-03-10 15:10:18,2024-08-26 09:39:44,126.0,0.31,54288.58,11.0,11076.4,1006.95,VIP,3,2,4,9,Potential Loyal,1,0.96,1,High,2026-05-07 22:22:23.740018,43.14,0,0,2026-05-07
CUST00190,Thomas,Thompson,thomas.thompson189@example.com,19,Prefer not to say,United States,City_27,Enterprise,2022-04-18 12:25:46,987,False,4.0,13987.92,13935.37,3496.98,5344.92,69.0,3.0,2024-02-21 08:32:59,2024-12-15 22:38:03,14.0,0.39,48935.38,12.0,11033.71,919.48,VIP,5,3,4,12,Loyal,0,0.02,0,Low,2026-05-07 22:22:23.740018,14.17,0,0,2026-05-07
CUST00191,Emma,Brown,emma.brown190@example.com,59,Male,Australia,City_36,Individual,2024-04-07 12:43:31,267,True,2.0,9291.23,9262.25,4645.62,5217.84,32.0,2.0,2024-06-24 12:04:20,2024-08-29 01:02:24,123.0,0.32,53830.14,6.0,5653.36,942.23,High,3,1,2,6,Promising,1,0.97,1,High,2026-05-07 22:22:23.740018,34.8,0,0,2026-05-07
CUST00192,David,Sanchez,david.sanchez191@example.com,62,Prefer not to say,France,City_31,SMB,2022-07-15 08:41:30,899,True,2.0,3001.6,2983.5,1500.8,2615.44,16.0,2.0,2024-03-12 10:47:06,2024-07-18 01:05:14,165.0,0.21,11217.58,2.0,627.98,313.99,High,2,1,1,4,Lost,1,0.98,1,High,2026-05-07 22:22:23.740018,3.34,0,0,2026-05-07
CUST00193,Linda,Moore,linda.moore192@example.com,74,Prefer not to say,Netherlands,City_4,Startup,2022-07-19 10:46:50,895,False,5.0,6183.33,6140.13,1236.67,2408.48,86.0,4.0,2024-08-31 07:30:15,2024-12-12 04:07:31,18.0,1.26,55956.58,8.0,6899.69,862.46,High,5,4,2,11,Need Attention,0,0.01,0,Low,2026-05-07 22:22:23.740018,6.91,0,0,2026-05-07
CUST00194,David,Gonzalez,david.gonzalez193@example.com,70,Female,Italy,City_6,SMB,2024-10-21 21:17:36,69,False,2.0,8351.65,8338.66,4175.82,6073.04,42.0,2.0,2023-07-11 09:27:07,2024-05-04 22:22:54,239.0,0.11,16998.25,3.0,2105.88,701.96,High,2,1,2,5,Lost,1,0.99,1,High,2026-05-07 22:22:23.740018,121.04,0,0,2026-05-07
CUST00195,Karen,Davis,karen.davis194@example.com,23,Prefer not to say,Italy,City_18,Startup,2024-01-09 07:48:40,356,True,2.0,6739.43,6719.21,3369.72,5355.56,30.0,2.0,2024-01-18 01:14:03,2024-02-07 19:22:05,327.0,0.18,21267.08,9.0,8466.83,940.76,High,1,1,2,4,Lost,1,1.0,1,High,2026-05-07 22:22:23.740018,18.93,0,0,2026-05-07
CUST00196,Michael,Robinson,michael.robinson195@example.com,45,Female,United States,City_25,Enterprise,2024-05-04 02:09:49,240,True,5.0,21697.55,21616.29,4339.51,6086.63,100.0,4.0,2022-05-24 18:33:06,2024-03-19 21:46:05,285.0,0.16,24982.98,12.0,14192.58,1182.71,VIP,1,4,5,10,At Risk,1,0.99,1,High,2026-05-07 22:22:23.740018,90.41,1,0,2026-05-07
CUST00197,Mary,Garcia,mary.garcia196@example.com,45,Non-binary,Italy,City_9,SMB,2022-09-14 12:22:45,838,True,5.0,18847.72,18773.59,3769.54,10070.03,70.0,5.0,2024-01-21 21:27:04,2024-10-02 03:15:43,89.0,0.44,60169.83,8.0,5207.12,650.89,VIP,3,4,5,12,Loyal,0,0.08,0,Low,2026-05-07 22:22:23.740018,22.49,1,0,2026-05-07
